sentenca,ambiente,bebida,comida,geral,localização,preço,serviço
"Os preços são justos, especialmente para o ambiente elegante.",0,0,0,0,0,1,0
Eu diria que este lugar oferece uma ótima relação preço-qualidade.,0,0,0,0,0,1,0
"Nunca tive uma experiência ruim aqui, e o preço é sempre justo.",0,0,0,0,0,1,0
Eu recomendaria este lugar para quem procura uma refeição saborosa sem gastar muito.,0,0,0,0,0,1,0
Sempre me sinto satisfeito com o que recebo pelo preço que pago.,0,0,0,0,0,1,0
Este restaurante é uma ótima opção para quem está com o orçamento apertado.,0,0,0,0,0,1,0
Os preços aqui são uma barganha para a qualidade que você recebe.,0,0,0,0,0,1,0
Você não vai se arrepender de gastar seu dinheiro aqui.,0,0,0,0,0,1,0
Este lugar prova que boa comida não precisa custar uma fortuna.,0,0,0,0,0,1,0
"Os preços são muito acessíveis, especialmente para estudantes.",0,0,0,0,0,1,0
Nunca saio daqui sentindo que paguei demais.,0,0,0,0,0,1,0
O custo vale totalmente a experiência que você obtém aqui.,0,0,0,0,0,1,0
A comida é tão deliciosa que os preços nem importam tanto.,0,0,0,0,0,1,0
Eu não me importaria de pagar mais pelo serviço excepcional que recebemos.,0,0,0,0,0,1,0
Os preços são justos considerando a porção generosa que você recebe.,0,0,0,0,0,1,0
Eu sempre me sinto bem tratado e valorizado pelo dinheiro que gasto aqui.,0,0,0,0,0,1,0
Este é um dos poucos lugares onde sinto que o preço está alinhado com a qualidade.,0,0,0,0,0,1,0
"Eu sempre tenho uma refeição incrível aqui, independentemente do preço.",0,0,0,0,0,1,0
Não consigo pensar em um lugar melhor para gastar meu dinheiro.,0,0,0,0,0,1,0
Este restaurante é um achado para quem procura boa comida a preços razoáveis.,0,0,0,0,0,1,0
A qualidade dos pratos supera de longe o preço que você paga.,0,0,0,0,0,1,0
Este lugar é um tesouro escondido para quem quer economizar sem sacrificar o sabor.,0,0,0,0,0,1,0
Eu me sinto bem em gastar meu dinheiro aqui porque sei que estou apoiando um negócio que se importa com seus clientes.,0,0,0,0,0,1,0
"Eu nunca hesito em trazer meus amigos aqui, porque sei que eles vão adorar a comida e o preço.",0,0,0,0,0,1,0
"Os preços são razoáveis, especialmente para a atmosfera acolhedora que você obtém.",0,0,0,0,0,1,0
"Eu sempre saio daqui com um sorriso no rosto, mesmo depois de pagar a conta.",0,0,0,0,0,1,0
Não há muitos lugares que ofereçam uma qualidade tão alta por um preço tão baixo.,0,0,0,0,0,1,0
Este restaurante é uma pérola para quem está procurando uma experiência gastronômica acessível.,0,0,0,0,0,1,0
O preço é definitivamente justo quando você considera a habilidade do chef.,0,0,0,0,0,1,0
Este lugar prova que você não precisa gastar muito para comer bem.,0,0,0,0,0,1,0
Eu diria que este restaurante é um ótimo valor pelo preço.,0,0,0,0,0,1,0
"Os preços são muito razoáveis, especialmente para a qualidade dos ingredientes.",0,0,0,0,0,1,0
Eu nunca fico chateado com a conta quando venho aqui.,0,0,0,0,0,1,0
Este restaurante é uma excelente opção para quem quer economizar sem sacrificar a qualidade.,0,0,0,0,0,1,0
A comida é tão deliciosa que eu não me importo de pagar o preço.,0,0,0,0,0,1,0
Os preços são uma pechincha considerando o serviço excepcional.,0,0,0,0,0,1,0
Este lugar oferece um excelente custo-benefício.,0,0,0,0,0,1,0
"Os preços são justos, especialmente para a criatividade dos pratos.",0,0,0,0,0,1,0
Eu sempre recomendo este restaurante para quem procura uma refeição deliciosa a um preço acessível.,0,0,0,0,0,1,0
Eu nunca me sinto explorado pelos preços aqui.,0,0,0,0,0,1,0
Os preços são realmente bons se você comparar com outros lugares na área.,0,0,0,0,0,1,0
Este é o tipo de restaurante onde você pode desfrutar de uma refeição incrível sem quebrar o banco.,0,0,0,0,0,1,0
Eu sempre volto aqui porque sei que posso desfrutar de uma refeição deliciosa sem gastar muito.,0,0,0,0,0,1,0
Os preços são uma pechincha considerando a qualidade dos pratos.,0,0,0,0,0,1,0
Este restaurante é um verdadeiro achado para quem quer economizar sem sacrificar o sabor.,0,0,0,0,0,1,0
A relação preço-qualidade aqui é simplesmente imbatível.,0,0,0,0,0,1,0
Este lugar oferece uma experiência gastronômica excepcional pelo preço.,0,0,0,0,0,1,0
Eu sempre me sinto bem em gastar meu dinheiro aqui.,0,0,0,0,0,1,0
"Os preços são bastante acessíveis, especialmente para a qualidade que você recebe.",0,0,0,0,0,1,0
Não consigo imaginar um lugar melhor para gastar meu dinheiro.,0,0,0,0,0,1,0
Este restaurante é uma ótima opção para quem procura boa comida a preços acessíveis.,0,0,0,0,0,1,0
Eu sempre fico impressionado com o quanto posso obter por um preço tão baixo.,0,0,0,0,0,1,0
Os preços são muito razoáveis para a experiência que você recebe.,0,0,0,0,0,1,0
Este lugar é um tesouro escondido para quem quer economizar sem sacrificar o sabor.,0,0,0,0,0,1,0
Eu nunca me sinto culpado por gastar meu dinheiro aqui.,0,0,0,0,0,1,0
A comida é tão boa que eu pagaria o dobro pelo preço que estão cobrando.,0,0,0,0,0,1,0
"Eu sempre saio daqui satisfeito, tanto com a comida quanto com o preço.",0,0,0,0,0,1,0
Os preços aqui são exorbitantes para a qualidade que você recebe.,0,0,0,0,0,1,0
Sinto que paguei demais pelo que foi servido.,0,0,0,0,0,1,0
Não vale a pena o alto custo deste restaurante.,0,0,0,0,0,1,0
Os preços são injustificadamente altos para o que é oferecido.,0,0,0,0,0,1,0
Eu esperava mais considerando o preço que pagamos.,0,0,0,0,0,1,0
Este lugar é um roubo pelo que oferece.,0,0,0,0,0,1,0
O custo não é justificado pela experiência gastronômica.,0,0,0,0,0,1,0
Muito caro para a qualidade mediana da comida.,0,0,0,0,0,1,0
Os preços são um pouco absurdos para o que você obtém.,0,0,0,0,0,1,0
Não recomendaria este lugar devido ao preço.,0,0,0,0,0,1,0
Os preços aqui são uma decepção considerando a fama do restaurante.,0,0,0,0,0,1,0
Eu me senti explorado pelos preços desta vez.,0,0,0,0,0,1,0
Os preços são desproporcionais à porção que você recebe.,0,0,0,0,0,1,0
Este restaurante é caro demais para ser uma opção frequente.,0,0,0,0,0,1,0
Não vale a pena pagar tanto por uma refeição tão simples.,0,0,0,0,0,1,0
Eu esperava uma experiência melhor pelo preço que pagamos.,0,0,0,0,0,1,0
"Os preços são um pouco altos, mesmo para a localização.",0,0,0,0,0,1,0
Eu não voltaria aqui devido ao custo.,0,0,0,0,0,1,0
Os preços não condizem com a qualidade dos ingredientes.,0,0,0,0,0,1,0
A relação preço-qualidade é muito desequilibrada neste lugar.,0,0,0,0,0,1,0
Eu me sinto lesado pelo quanto paguei aqui.,0,0,0,0,0,1,0
O custo é excessivo para a experiência geral.,0,0,0,0,0,1,0
Os preços são proibitivos para o que é oferecido.,0,0,0,0,0,1,0
Eu me arrependo de ter gasto tanto dinheiro aqui.,0,0,0,0,0,1,0
Os preços são um pouco abusivos para o que é servido.,0,0,0,0,0,1,0
Não recomendaria este restaurante a menos que você esteja disposto a gastar muito.,0,0,0,0,0,1,0
A comida não justifica os preços que eles cobram.,0,0,0,0,0,1,0
Este restaurante é superestimado considerando os preços.,0,0,0,0,0,1,0
Os preços não correspondem à qualidade do serviço.,0,0,0,0,0,1,0
Acho que poderia ter obtido uma refeição melhor por menos dinheiro.,0,0,0,0,0,1,0
Este lugar é uma armadilha para turistas com preços inflacionados.,0,0,0,0,0,1,0
Os preços são totalmente fora da realidade.,0,0,0,0,0,1,0
Não vale a pena pagar tanto por uma refeição aqui.,0,0,0,0,0,1,0
Os preços são excessivos comparados à experiência.,0,0,0,0,0,1,0
Eu me sinto enganado pelos preços que cobram.,0,0,0,0,0,1,0
Os preços são inflacionados para o que é oferecido.,0,0,0,0,0,1,0
Este restaurante não oferece um bom custo-benefício.,0,0,0,0,0,1,0
Os preços são um absurdo para a qualidade da comida.,0,0,0,0,0,1,0
Eu não voltaria aqui pelo alto custo.,0,0,0,0,0,1,0
Não acho que este restaurante valha o preço cobrado.,0,0,0,0,0,1,0
Os preços são muito altos para a atmosfera que você obtém.,0,0,0,0,0,1,0
Eu esperava mais qualidade pelo preço que pagamos.,0,0,0,0,0,1,0
Este restaurante é uma escolha cara para o que é oferecido.,0,0,0,0,0,1,0
Os preços são muito elevados considerando a experiência geral.,0,0,0,0,0,1,0
Não recomendaria este restaurante devido aos preços exorbitantes.,0,0,0,0,0,1,0
Os preços são desproporcionais à qualidade do serviço.,0,0,0,0,0,1,0
Eu me sinto explorado pelos preços altos deste lugar.,0,0,0,0,0,1,0
Este restaurante é uma má escolha se você está preocupado com o custo.,0,0,0,0,0,1,0
Os preços são uma piada considerando a qualidade da comida.,0,0,0,0,0,1,0
Muito caro para uma refeição que não impressiona.,0,0,0,0,0,1,0
Os preços são ridículos para o que é oferecido.,0,0,0,0,0,1,0
Não consigo justificar os preços cobrados aqui.,0,0,0,0,0,1,0
Este restaurante não vale o custo.,0,0,0,0,0,1,0
Os preços são excessivos para a experiência que você obtém.,0,0,0,0,0,1,0
Eu me senti roubado pelos preços desta vez.,0,0,0,0,0,1,0
Não voltaria aqui por causa dos preços.,0,0,0,0,0,1,0
Os preços são um pouco fora da realidade para a comida que servem.,0,0,0,0,0,1,0
Este lugar é uma escolha cara para o que é oferecido.,0,0,0,0,0,1,0
Eu esperava mais pelo preço que pagamos.,0,0,0,0,0,1,0
Os preços são muito altos comparados à qualidade dos pratos.,0,0,0,0,0,1,0
Este restaurante é uma experiência cara para o que você recebe.,0,0,0,0,0,1,0
Os preços são injustos para o que você obtém.,0,0,0,0,0,1,0
Eu não recomendaria este restaurante aos amigos devido aos preços elevados.,0,0,0,0,0,1,0
Este lugar é muito caro para o serviço prestado.,0,0,0,0,0,1,0
Os preços são uma loucura para o que você recebe.,0,0,0,0,0,1,0
Não vale a pena gastar tanto dinheiro aqui.,0,0,0,0,0,1,0
Os preços não são condizentes com a qualidade da comida.,0,0,0,0,0,1,0
Eu me sinto lesado pelo quanto paguei desta vez.,0,0,0,0,0,1,0
Este restaurante é caro demais para a qualidade que oferece.,0,0,0,0,0,1,0
Os preços são muito altos considerando a experiência geral.,0,0,0,0,0,1,0
Eu me arrependo de ter gasto tanto dinheiro neste restaurante.,0,0,0,0,0,1,0
Os preços são exagerados para o que é oferecido.,0,0,0,0,0,1,0
Este restaurante não vale o alto custo.,0,0,0,0,0,1,0
Os preços são injustificáveis para a qualidade dos pratos.,0,0,0,0,0,1,0
Eu não voltaria aqui devido aos preços elevados.,0,0,0,0,0,1,0
A equipe foi incrivelmente atenciosa e prestativa durante toda a nossa refeição.,0,0,0,0,0,0,1
O garçom nos cumprimentou com um sorriso caloroso e nos fez sentir muito bem-vindos.,0,0,0,0,0,0,1
"O serviço foi excepcionalmente rápido e eficiente, mesmo com o restaurante lotado.",0,0,0,0,0,0,1
O gerente veio à nossa mesa para garantir que estávamos satisfeitos com a comida e o serviço.,0,0,0,0,0,0,1
Os garçons foram muito corteses e educados durante toda a refeição.,0,0,0,0,0,0,1
O atendente foi muito experiente sobre o menu e pôde responder todas as nossas perguntas.,0,0,0,0,0,0,1
A equipe foi extremamente atenta às nossas necessidades e fez com que nos sentíssemos valorizados como clientes.,0,0,0,0,0,0,1
O serviço foi impecável do início ao fim da refeição.,0,0,0,0,0,0,1
"Os garçons foram rápidos em refil de bebidas e limpeza da mesa, mantendo tudo organizado.",0,0,0,0,0,0,1
"O atendente nos deu ótimas recomendações de pratos, e todos estavam deliciosos.",0,0,0,0,0,0,1
A equipe demonstrou profissionalismo em cada interação conosco.,0,0,0,0,0,0,1
O serviço foi personalizado e atento às nossas preferências.,0,0,0,0,0,0,1
O atendente foi muito simpático e fez piadas que nos fizeram sentir à vontade.,0,0,0,0,0,0,1
"O serviço de entrega dos pratos foi cronometrado perfeitamente, não tivemos que esperar muito tempo.",0,0,0,0,0,0,1
O gerente veio nos cumprimentar pessoalmente e garantir que tudo estava correndo bem.,0,0,0,0,0,0,1
Os garçons estavam sempre disponíveis quando precisávamos de algo.,0,0,0,0,0,0,1
A equipe estava bem coordenada e tudo funcionou sem problemas.,0,0,0,0,0,0,1
"O serviço foi discreto, mas eficiente, o que nos permitiu desfrutar de nossa refeição sem interrupções.",0,0,0,0,0,0,1
Ficamos impressionados com a atenção aos detalhes por parte da equipe.,0,0,0,0,0,0,1
O atendente estava genuinamente interessado em garantir que tivéssemos uma experiência agradável.,0,0,0,0,0,0,1
A equipe foi flexível e acomodou nossos pedidos especiais sem hesitação.,0,0,0,0,0,0,1
"O serviço foi rápido e eficiente, sem comprometer a qualidade.",0,0,0,0,0,0,1
O gerente foi muito cortês e abordou imediatamente qualquer problema que tivéssemos.,0,0,0,0,0,0,1
Os garçons foram muito corteses e nos fizeram sentir como parte da família.,0,0,0,0,0,0,1
A equipe foi muito atenta às nossas restrições alimentares e fez sugestões apropriadas.,0,0,0,0,0,0,1
"O atendente nos deu espaço suficiente para desfrutar de nossa refeição, mas estava sempre disponível quando precisávamos de algo.",0,0,0,0,0,0,1
O serviço foi muito profissional e bem organizado.,0,0,0,0,0,0,1
A equipe foi extremamente amigável e nos fez sentir em casa.,0,0,0,0,0,0,1
O atendente nos deu recomendações excelentes e nos ajudou a escolher os melhores pratos.,0,0,0,0,0,0,1
O serviço foi excepcionalmente cortês e eficiente.,0,0,0,0,0,0,1
A equipe trabalhou em conjunto para garantir que todas as nossas necessidades fossem atendidas.,0,0,0,0,0,0,1
O gerente estava atento a todas as mesas e se certificou de que todos os clientes estavam satisfeitos.,0,0,0,0,0,0,1
"Os garçons foram muito ágeis em atender nossos pedidos, mesmo durante o horário de pico.",0,0,0,0,0,0,1
A equipe nos tratou como VIPs e nos fez sentir muito especiais.,0,0,0,0,0,0,1
O atendente foi muito paciente ao explicar o menu e responder às nossas perguntas.,0,0,0,0,0,0,1
"O serviço foi rápido e eficiente, o que nos permitiu aproveitar ao máximo nosso tempo no restaurante.",0,0,0,0,0,0,1
A equipe foi muito acolhedora e nos fez sentir como parte da família.,0,0,0,0,0,0,1
O gerente foi muito proativo em garantir que nossa experiência fosse perfeita.,0,0,0,0,0,0,1
Os garçons foram extremamente atentos e prestativos durante toda a refeição.,0,0,0,0,0,0,1
O atendente foi muito cortês e nos deu recomendações excelentes.,0,0,0,0,0,0,1
A equipe trabalhou em harmonia para proporcionar um serviço excepcional.,0,0,0,0,0,0,1
O serviço foi personalizado e adaptado às nossas preferências individuais.,0,0,0,0,0,0,1
O gerente estava constantemente circulando e garantindo que todos estivessem satisfeitos.,0,0,0,0,0,0,1
Os garçons foram muito eficientes em atender nossos pedidos e manter nossa mesa limpa.,0,0,0,0,0,0,1
"A equipe foi muito atenta às nossas necessidades, mesmo em meio à agitação do restaurante.",0,0,0,0,0,0,1
O atendente foi muito prestativo e fez com que nos sentíssemos bem-vindos desde o início.,0,0,0,0,0,0,1
A equipe foi muito profissional e fez tudo ao seu alcance para garantir uma experiência positiva.,0,0,0,0,0,0,1
"O serviço foi excepcionalmente rápido e eficiente, mesmo com o restaurante lotado.",0,0,0,0,0,0,1
O gerente estava sempre disponível para ajudar e resolver qualquer problema que surgisse.,0,0,0,0,0,0,1
Os garçons foram muito corteses e nos fizeram sentir como se fôssemos os únicos clientes no restaurante.,0,0,0,0,0,0,1
A equipe foi muito eficiente em atender nossos pedidos e garantir que tudo fosse perfeito.,0,0,0,0,0,0,1
O atendente foi extremamente cortês e atento às nossas necessidades.,0,0,0,0,0,0,1
A equipe foi muito atenta e nos fez sentir muito bem cuidados.,0,0,0,0,0,0,1
"O serviço foi excepcionalmente rápido e eficiente, sem comprometer a qualidade.",0,0,0,0,0,0,1
O gerente estava constantemente verificando as mesas para garantir que todos estivessem satisfeitos.,0,0,0,0,0,0,1
"Os garçons foram muito ágeis em atender nossos pedidos, mesmo durante o horário de pico.",0,0,0,0,0,0,1
A equipe foi muito simpática e nos fez sentir como se fôssemos parte da família.,0,0,0,0,0,0,1
O atendente foi muito experiente sobre o menu e pôde nos dar ótimas recomendações.,0,0,0,0,0,0,1
A equipe foi muito atenciosa e fez com que nos sentíssemos valorizados como clientes.,0,0,0,0,0,0,1
"O serviço foi rápido e eficiente, o que nos permitiu desfrutar de nossa refeição sem pressa.",0,0,0,0,0,0,1
A equipe estava bem coordenada e trabalhou em harmonia para proporcionar um serviço excepcional.,0,0,0,0,0,0,1
O gerente estava sempre disponível para ajudar e resolver qualquer problema que surgisse.,0,0,0,0,0,0,1
Os garçons foram muito prestativos e nos fizeram sentir como se estivéssemos em casa.,0,0,0,0,0,0,1
A equipe foi extremamente cortês e atenta às nossas necessidades durante toda a refeição.,0,0,0,0,0,0,1
O atendente foi muito cortês e nos deu recomendações excelentes.,0,0,0,0,0,0,1
A equipe estava sempre sorridente e disposta a ajudar.,0,0,0,0,0,0,1
"O serviço foi excepcionalmente cortês e eficiente, o que tornou nossa refeição ainda mais agradável.",0,0,0,0,0,0,1
O gerente estava muito presente e garantia que todos os clientes estivessem sendo bem atendidos.,0,0,0,0,0,0,1
Os garçons foram extremamente corteses e nos atenderam prontamente.,0,0,0,0,0,0,1
A equipe foi muito profissional e fez tudo para garantir que tivéssemos uma ótima experiência.,0,0,0,0,0,0,1
O atendente foi muito atencioso e nos fez sentir bem cuidados.,0,0,0,0,0,0,1
A equipe foi muito atenta às nossas necessidades e pronta para ajudar.,0,0,0,0,0,0,1
"O serviço foi rápido e eficiente, mesmo com o restaurante movimentado.",0,0,0,0,0,0,1
O gerente era muito cortês e garantia que todos os clientes estivessem satisfeitos.,0,0,0,0,0,0,1
Os garçons foram muito prestativos e nos deram uma experiência memorável.,0,0,0,0,0,0,1
O serviço foi extremamente lento; tivemos que esperar muito para sermos atendidos.,0,0,0,0,0,0,1
Os garçons pareciam desinteressados e não prestavam atenção às nossas necessidades.,0,0,0,0,0,0,1
O atendente foi rude e não se importou com nossas perguntas sobre o menu.,0,0,0,0,0,0,1
Fomos ignorados por um tempo considerável antes que alguém viesse à nossa mesa.,0,0,0,0,0,0,1
O gerente estava ausente e não conseguimos resolver um problema que tivemos com nosso pedido.,0,0,0,0,0,0,1
A equipe parecia sobrecarregada e não conseguia acompanhar o ritmo.,0,0,0,0,0,0,1
O atendente estava distraído e cometeu erros em nossos pedidos.,0,0,0,0,0,0,1
Tivemos que chamar repetidamente os garçons para obter qualquer tipo de serviço.,0,0,0,0,0,0,1
O serviço foi desorganizado e confuso; nossos pedidos foram entregues incorretamente.,0,0,0,0,0,0,1
O gerente não estava atento às mesas; várias pessoas estavam claramente insatisfeitas ao nosso redor.,0,0,0,0,0,0,1
Os garçons pareciam inexperientes e não sabiam responder às nossas perguntas sobre o cardápio.,0,0,0,0,0,0,1
O atendente foi impaciente e nos fez sentir como se estivéssemos incomodando.,0,0,0,0,0,0,1
Fomos tratados de forma descortês quando pedimos uma troca de mesa.,0,0,0,0,0,0,1
"O serviço estava muito lento e desorganizado, apesar do restaurante não estar lotado.",0,0,0,0,0,0,1
O gerente não estava disponível quando precisávamos resolver um problema com a conta.,0,0,0,0,0,0,1
Os garçons pareciam desatentos e cometiam erros frequentes em nossos pedidos.,0,0,0,0,0,0,1
O atendente foi grosseiro ao lidar com um erro em nosso pedido.,0,0,0,0,0,0,1
Tivemos que esperar muito para receber nossas bebidas; o serviço estava visivelmente atrasado.,0,0,0,0,0,0,1
A equipe parecia sobrecarregada e não conseguia lidar com a demanda.,0,0,0,0,0,0,1
O gerente não foi receptivo às nossas preocupações com a qualidade da comida.,0,0,0,0,0,0,1
Os garçons pareciam apressados e pouco interessados em oferecer um bom serviço.,0,0,0,0,0,0,1
O atendente não estava bem informado sobre as opções do menu e teve que verificar várias vezes.,0,0,0,0,0,0,1
Ficamos esperando muito tempo para que alguém viesse tirar nosso pedido.,0,0,0,0,0,0,1
O gerente não demonstrou interesse em resolver uma reclamação que tivemos com o prato.,0,0,0,0,0,0,1
Os garçons pareciam confusos e entregaram nossos pratos a outras mesas por engano.,0,0,0,0,0,0,1
O atendente parecia estar mais interessado em conversar com colegas do que em atender os clientes.,0,0,0,0,0,0,1
Fomos informados de que alguns itens do menu não estavam disponíveis após já termos feito nossos pedidos.,0,0,0,0,0,0,1
A equipe parecia desmotivada e isso refletiu na qualidade do serviço.,0,0,0,0,0,0,1
O atendente foi brusco ao nos abordar e parecia mal-humorado.,0,0,0,0,0,0,1
Os garçons esqueceram de trazer os acompanhamentos que solicitamos.,0,0,0,0,0,0,1
O serviço foi extremamente demorado e tivemos que esperar muito por nossa refeição.,0,0,0,0,0,0,1
O gerente não estava presente para resolver um problema com o serviço.,0,0,0,0,0,0,1
Os garçons pareciam inexperientes e cometeram vários erros em nossa conta.,0,0,0,0,0,0,1
O atendente não estava atento às nossas restrições alimentares e cometeu um erro em nosso pedido.,0,0,0,0,0,0,1
Fomos tratados com indiferença quando expressamos preocupações sobre a qualidade da comida.,0,0,0,0,0,0,1
O serviço foi negligente e tivemos que chamar várias vezes para obter qualquer tipo de assistência.,0,0,0,0,0,0,1
O gerente não prestou atenção às mesas e várias pessoas estavam esperando para serem atendidas.,0,0,0,0,0,0,1
Os garçons foram lentos em limpar nossa mesa e remover pratos sujos.,0,0,0,0,0,0,1
O atendente estava distraído e não prestou atenção ao que estávamos pedindo.,0,0,0,0,0,0,1
Tivemos que esperar muito tempo por nossas sobremesas; o serviço foi muito demorado.,0,0,0,0,0,0,1
A equipe parecia desorganizada e isso afetou a experiência geral.,0,0,0,0,0,0,1
O gerente foi abrupto ao lidar com uma situação problemática em uma mesa próxima.,0,0,0,0,0,0,1
Os garçons pareciam estar mais preocupados em socializar do que em atender os clientes.,0,0,0,0,0,0,1
O atendente cometeu vários erros em nossa conta e parecia desinteressado em corrigi-los.,0,0,0,0,0,0,1
Fomos atendidos de forma descortês ao solicitar uma alteração em nosso pedido.,0,0,0,0,0,0,1
"O serviço foi lento e descoordenado, o que arruinou nossa experiência.",0,0,0,0,0,0,1
A equipe parecia estar sob pressão e isso se refletiu na qualidade do atendimento.,0,0,0,0,0,0,1
O gerente não estava disponível quando precisávamos de assistência com um problema na mesa.,0,0,0,0,0,0,1
Os garçons foram negligentes ao limpar nossa mesa entre os pratos.,0,0,0,0,0,0,1
O atendente foi rude ao lidar com uma dúvida simples sobre o cardápio.,0,0,0,0,0,0,1
Ficamos esperando muito tempo para receber nossa conta; o serviço foi muito demorado.,0,0,0,0,0,0,1
A equipe estava visivelmente estressada e isso afetou a forma como fomos atendidos.,0,0,0,0,0,0,1
O gerente não demonstrou interesse em resolver uma reclamação que tivemos sobre o serviço.,0,0,0,0,0,0,1
Os garçons cometeram erros nos pedidos de bebidas e não se desculparam.,0,0,0,0,0,0,1
O atendente parecia pouco interessado em garantir que tivéssemos uma boa experiência.,0,0,0,0,0,0,1
Fomos informados incorretamente sobre o tempo de espera para nossa mesa.,0,0,0,0,0,0,1
A equipe não estava bem coordenada e isso resultou em atrasos e confusão.,0,0,0,0,0,0,1
O gerente não prestou atenção às reclamações de outros clientes ao nosso redor.,0,0,0,0,0,0,1
Os garçons foram lentos em trazer os pratos e não explicaram os atrasos.,0,0,0,0,0,0,1
O atendente foi desatento e parecia apressado durante nossa interação.,0,0,0,0,0,0,1
Fomos mal interpretados ao fazer um pedido específico e isso causou frustração.,0,0,0,0,0,0,1
A equipe estava desmotivada e isso impactou diretamente no serviço que recebemos.,0,0,0,0,0,0,1
O gerente não parecia interessado em resolver uma disputa entre clientes.,0,0,0,0,0,0,1
Os garçons cometeram erros no pedido e não foram corteses ao lidar com isso.,0,0,0,0,0,0,1
O atendente parecia estar em treinamento e não conseguia atender nossas necessidades.,0,0,0,0,0,0,1
A equipe parecia estar sobrecarregada e não conseguia atender a todas as mesas.,0,0,0,0,0,0,1
"O serviço foi muito lento, mesmo com poucas mesas ocupadas.",0,0,0,0,0,0,1
O gerente não estava disponível para resolver um problema que tivemos com a qualidade da comida.,0,0,0,0,0,0,1
Os garçons pareciam desinteressados ​​em atender nossas necessidades.,0,0,0,0,0,0,1
Fomos atendidos de forma grosseira ao solicitar uma troca de mesa.,0,0,0,0,0,0,1
A equipe estava desorganizada e isso levou a erros em nossos pedidos.,0,0,0,0,0,0,1
O atendente não estava bem informado sobre os pratos e ingredientes do menu.,0,0,0,0,0,0,1
Os garçons foram descorteses ao lidar com uma reclamação que tivemos.,0,0,0,0,0,0,1
"O serviço foi inconsistente; em algumas ocasiões, fomos atendidos rapidamente, em outras, esperamos muito.",0,0,0,0,0,0,1
O gerente não estava disponível para resolver um problema que tivemos com a reserva.,0,0,0,0,0,0,1
